event_group_id,condition_id,linked_tweet_count,avg_link_confidence,max_link_confidence,text_similarity,has_tweet_link,event_group_label,first_tweet_at,last_tweet_at,tweet_count,cluster_count,event_text,normalized_event_text,event_tokens,market_created_at,question,market_slug,category,lag_days,temporal_fit,score,creation_month,total_volume,month_percentile_rank
8035,0x1047f1d48cdd5a67571440323e353ec75bde4e0081daf295d339f1d6cc4b3426,1,0.73023921251297,0.73023921251297,0.0,1,"scores, tuesday, final",2026-02-04 03:35:39+00:00,2026-02-04 06:57:02+00:00,10,1,"scores, tuesday, final scores, tuesday, final",scores tuesday final scores tuesday final,"['scores', 'tuesday', 'final', 'scores', 'tuesday', 'final']",2026-02-04 05:10:27.585268+00:00,Isaiah Hartenstein: Assists O/U 3.5,nba-okc-sas-2026-02-04-assists-isaiah-hartenstein-3pt5,sports,0.0658401072685185,0.9905942703902116,3.0638771008937,2026-02,639.27,0.2227361894843912
7116,0x1091e6022313f2998ae0fb0786575e45442a54a5c98a10c8537915400895b32c,1,0.7149865627288818,0.7149865627288818,0.3,1,"trump, indonesia, tariff",2025-07-15 16:58:16+00:00,2025-07-16 23:06:09+00:00,15,3,"trump, indonesia, tariff trump, indonesia, tariff trump, coca, cola trump, fire, powell",trump indonesia tariff trump indonesia tariff trump coca cola trump fire powell,"['trump', 'indonesia', 'tariff', 'trump', 'indonesia', 'tariff', 'trump', 'coca', 'cola', 'trump', 'fire', 'powell']",2025-07-16 17:53:30.295312+00:00,Will Trump try to fire Powell in 2025?,will-trump-try-to-fire-powell-in-2025,elections / politics,1.0383598994444443,0.8516628715079365,3.731612404218636,2025-07,463121.099457,0.9558258642765683
7327,0x11a7f08f1d413669d7349bc46fc17bc9fa2a25f6c0c596da20142fbec1ad492e,1,0.7821705341339111,0.7821705341339111,0.0,1,"donald, trump, president",2025-09-05 03:16:02+00:00,2025-09-05 16:38:37+00:00,4,1,"donald, trump, president donald, trump, white",donald trump president donald trump white,"['donald', 'trump', 'president', 'donald', 'trump', 'white']",2025-09-05 12:34:38.608178+00:00,Will Trump attend the US Open Finals?,will-trump-attend-the-us-open-finals,sports,0.3879237057638889,0.944582327748016,3.136352136673469,2025-09,33920.298099,0.8303278319917256
6920,0x11fb8441c2c563137fb5b43e0a5be90be21d08d3e757a6587525c1549995e620,3,0.7819821437199911,0.7997546195983887,0.0,1,"#rolandgarros, #smackdown, roland",2025-06-05 13:04:14+00:00,2025-06-07 03:15:33+00:00,73,13,"#rolandgarros, #smackdown, roland aryna, #rolandgarros, sabalenka coco, #rolandgarros, gauff sabalenka, #rolandgarros, better aryna, sabalenka, swiatek #smackdown, #mitb, tonight alcaraz, #rolandgarros, soft jannik, #rolandgarros, sinner sinner, #rolandgarros, djokovic carlos, alcaraz, roland novak, djokovic, jannik jannik, sinner, it’s carlos, roland, garros #mitb, #smackdown, getting",#rolandgarros #smackdown roland aryna #rolandgarros sabalenka coco #rolandgarros gauff sabalenka #rolandgarros better aryna sabalenka swiatek #smackdown #mitb tonight alcaraz #rolandgarros soft jannik #rolandgarros sinner sinner #rolandgarros djokovic carlos alcaraz roland novak djokovic jannik jannik sinner it’s carlos roland garros #mitb #smackdown getting,"['#rolandgarros', '#smackdown', 'roland', 'aryna', '#rolandgarros', 'sabalenka', 'coco', '#rolandgarros', 'gauff', 'sabalenka', '#rolandgarros', 'better', 'aryna', 'sabalenka', 'swiatek', '#smackdown', '#mitb', 'tonight', 'alcaraz', '#rolandgarros', 'soft', 'jannik', '#rolandgarros', 'sinner', 'sinner', '#rolandgarros', 'djokovic', 'carlos', 'alcaraz', 'roland', 'novak', 'djokovic', 'jannik', 'jannik', 'sinner', 'it’s', 'carlos', 'roland', 'garros', '#mitb', '#smackdown', 'getting']",2025-06-06 16:49:54.328513+00:00,French Open: Alcaraz vs. Sinner,french-open-alcaraz-vs-sinner,sports,1.1567167651967594,0.8347547478290344,4.140698430260633,2025-06,1447552.514375,0.9878206046711564
6024,0x149f61728a608d610215f6d3f6b3721f8cf4fcbd2c707c896594b8447f4e9719,1,0.7438697814941406,0.7438697814941406,0.0,1,"#cop29, prize, track",2024-11-12 15:07:10+00:00,2024-11-13 22:57:12+00:00,64,11,"#cop29, prize, track fifth, prize, track first, prize, track fourth, prize, track second, prize, track third, prize, track $amzn, amazon’s, bezos $amzn, $220, friday climate, #cop29, more department, efficiency, long elon, musk, department elon, musk, trump’s",#cop29 prize track fifth prize track first prize track fourth prize track second prize track third prize track $amzn amazon’s bezos $amzn $220 friday climate #cop29 more department efficiency long elon musk department elon musk trump’s,"['#cop29', 'prize', 'track', 'fifth', 'prize', 'track', 'first', 'prize', 'track', 'fourth', 'prize', 'track', 'second', 'prize', 'track', 'third', 'prize', 'track', '$amzn', 'amazon’s', 'bezos', '$amzn', '$220', 'friday', 'climate', '#cop29', 'more', 'department', 'efficiency', 'long', 'elon', 'musk', 'department', 'elon', 'musk', 'trump’s']",2024-11-13 17:01:15.337735+00:00,Elon Musk out as Head of DOGE before July?,elon-musk-out-as-head-of-doge-before-july,elections / politics,1.0792284460069443,0.8458245077132936,3.029822691539982,2024-11,586649.195246,0.8754559666492965
7907,0x156214d3d62322c191dafef0e6d9233f76bcd98bf49b035a644954795c49e5c8,1,0.7526602745056152,0.7526602745056152,0.0,1,"trump, venezuela, said",2026-01-07 00:02:17+00:00,2026-01-08 21:53:11+00:00,19,4,"trump, venezuela, said trump, homes, immediately trump, said, trillion energy, secretary, venezuela mortgage, trump, instructing",trump venezuela said trump homes immediately trump said trillion energy secretary venezuela mortgage trump instructing,"['trump', 'venezuela', 'said', 'trump', 'homes', 'immediately', 'trump', 'said', 'trillion', 'energy', 'secretary', 'venezuela', 'mortgage', 'trump', 'instructing']",2026-01-07 02:38:57.350829+00:00,Will Venezuela give the US oil by January 31?,will-venezuela-give-the-us-oil-by-january-31,elections / politics,0.1088003568171296,0.9844570918832672,3.100659087978052,2026-01,598713.642879,0.9871005997686468
7721,0x1731ae67e263d25db835f31694f4b4b6a5959e37d2fca30c1a36dac7bd9a9d8b,1,0.7238499522209167,0.7238499522209167,0.0,1,"scores, final, west",2025-11-22 03:53:23+00:00,2025-11-23 23:50:42+00:00,46,8,"scores, final, west scores, friday, final james, harden, game nikola, jokić, denver plays, career, home saturday, final, scores jameis, winston, play tyrese, maxey, points shedeur, sanders, first",scores final west scores friday final james harden game nikola jokić denver plays career home saturday final scores jameis winston play tyrese maxey points shedeur sanders first,"['scores', 'final', 'west', 'scores', 'friday', 'final', 'james', 'harden', 'game', 'nikola', 'jokić', 'denver', 'plays', 'career', 'home', 'saturday', 'final', 'scores', 'jameis', 'winston', 'play', 'tyrese', 'maxey', 'points', 'shedeur', 'sanders', 'first']",2025-11-22 13:10:19.608346+00:00,Clippers vs. Hornets: O/U 226.5,nba-lac-cha-2025-11-22-total-226pt5,sports,0.3867663003009259,0.944747671385582,3.034357255780755,2025-11,7634.516307,0.5314865127110421
7904,0x17375bb67194287cd710641e537c649ad08a2540e0c67f8ad945cdb03869a2ea,1,0.718153715133667,0.718153715133667,0.0,1,"#rbsfcb, #cfc, first",2026-01-06 14:32:26+00:00,2026-01-08 07:17:57+00:00,55,7,"#rbsfcb, #cfc, first 𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟, #rbsfcb, karl hansi, flick, want joan, garcia, it’s #cfc, #fulche, craven coach, think, #pmslive paolo, banchero, game scores, wednesday, final",#rbsfcb #cfc first 𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟 #rbsfcb karl hansi flick want joan garcia it’s #cfc #fulche craven coach think #pmslive paolo banchero game scores wednesday final,"['#rbsfcb', '#cfc', 'first', '𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟', '#rbsfcb', 'karl', 'hansi', 'flick', 'want', 'joan', 'garcia', 'it’s', '#cfc', '#fulche', 'craven', 'coach', 'think', '#pmslive', 'paolo', 'banchero', 'game', 'scores', 'wednesday', 'final']",2026-01-07 04:10:24.662202+00:00,Spread: Warriors (-6.5),nba-mil-gsw-2026-01-07-spread-home-6pt5,sports,0.5680400717824075,0.918851418316799,3.014030339650555,2026-01,1070860.559844,0.9939051062961128
5562,0x17d5871c8ceef23f14e9618a50ccdd6823e81df0d836c21154273a7abec0e3d8,4,0.7676983028650284,0.7833063006401062,0.0,1,"trump, elon, musk",2024-08-12 10:36:43+00:00,2024-08-13 20:30:57+00:00,32,5,"trump, elon, musk trump, back, vengeance trump, donald, elon donald, trump, suggested musk, elon, trump elon, musk, trump",trump elon musk trump back vengeance trump donald elon donald trump suggested musk elon trump elon musk trump,"['trump', 'elon', 'musk', 'trump', 'back', 'vengeance', 'trump', 'donald', 'elon', 'donald', 'trump', 'suggested', 'musk', 'elon', 'trump', 'elon', 'musk', 'trump']",2024-08-13 01:29:59.262724+00:00,Will Elon blame a foreign actor for Twitter crash?,will-elon-blame-a-foreign-actor-for-twitter-crash,company / product announcements,0.6203271148611111,0.911381840734127,4.479985633846139,2024-08,33042.198013,0.4267274107820805
6338,0x1a3a5fc0278c5284d35d50d69bcc1123e802df0da87f6fdf41299cea07d60f49,5,0.7317661285400391,0.7682478427886963,0.0,1,"tariffs, trump, president",2025-02-02 01:34:20+00:00,2025-02-03 21:54:49+00:00,60,10,"tariffs, trump, president tariffs, goldman, sachs trump, tariffs, mexico congrats, trump, winning trump, donald, said donald, trump, considering trump, hold, talks mexican, sheinbaum, mexico mexican, sheinbaum, tariffs trump, tariffs, planned tariffs, trump, make",tariffs trump president tariffs goldman sachs trump tariffs mexico congrats trump winning trump donald said donald trump considering trump hold talks mexican sheinbaum mexico mexican sheinbaum tariffs trump tariffs planned tariffs trump make,"['tariffs', 'trump', 'president', 'tariffs', 'goldman', 'sachs', 'trump', 'tariffs', 'mexico', 'congrats', 'trump', 'winning', 'trump', 'donald', 'said', 'donald', 'trump', 'considering', 'trump', 'hold', 'talks', 'mexican', 'sheinbaum', 'mexico', 'mexican', 'sheinbaum', 'tariffs', 'trump', 'tariffs', 'planned', 'tariffs', 'trump', 'make']",2025-02-02 20:03:41.418015+00:00,Will courts block Trump's tariffs by Friday?,will-courts-block-trumps-tariffs-by-friday,elections / politics,0.7703867825810186,0.8899447453455688,4.692448684049706,2025-02,25510.745668,0.571351058057515
7563,0x1a555bc29e200938c9b9cb08a594b95faa616220ed031c13b97f6bef0807d331,1,0.7336666584014893,0.7336666584014893,0.0,1,"$tsla, tesla, earnings",2025-10-22 09:21:41+00:00,2025-10-23 23:50:28+00:00,46,6,"$tsla, tesla, earnings production, $tsla, elon $tsla, earnings, move tesla, musk, $tsla tesla, $tsla, earnings intel, $intc, earnings tesla, $tsla, tariff",$tsla tesla earnings production $tsla elon $tsla earnings move tesla musk $tsla tesla $tsla earnings intel $intc earnings tesla $tsla tariff,"['$tsla', 'tesla', 'earnings', 'production', '$tsla', 'elon', '$tsla', 'earnings', 'move', 'tesla', 'musk', '$tsla', 'tesla', '$tsla', 'earnings', 'intel', '$intc', 'earnings', 'tesla', '$tsla', 'tariff']",2025-10-22 19:55:32.368191+00:00,Will Elon Musk’s $1T Tesla pay deal pass?,will-elon-musks-1t-tesla-pay-deal-pass,company / product announcements,0.4401778725810185,0.9371174467741402,3.0484844017521806,2025-10,900079.925139,0.9826431846299396
4846,0x1b83105b9d3aee15f25c9e2db500e24f2aba4450898cc1b1b76a16b7e4108c12,5,0.7784065365791321,0.7999532222747803,0.375,1,"elon, musk, openai",2024-03-01 12:17:08+00:00,2024-03-01 23:15:00+00:00,7,1,"elon, musk, openai elon, musk, openai",elon musk openai elon musk openai,"['elon', 'musk', 'openai', 'elon', 'musk', 'openai']",2024-03-01 16:37:24.924000+00:00,OpenAI settlement with Elon Musk before July?,openai-settlement-with-elon-musk-before-july,company / product announcements,0.1807514351851852,0.9741783664021164,5.737795332264234,2024-03,26931.802561,0.3892988929889299
6359,0x1c4b70bdfc589af7c4084b1d0517bfdfd8921c9fd624c0e80a49ecf630194429,1,0.7350215315818787,0.7350215315818787,0.0,1,"elon, said, musk",2025-02-07 02:00:49+00:00,2025-02-08 23:20:14+00:00,25,3,"elon, said, musk trump, donald, said elon, musk, usaid elon, musk, tiktok",elon said musk trump donald said elon musk usaid elon musk tiktok,"['elon', 'said', 'musk', 'trump', 'donald', 'said', 'elon', 'musk', 'usaid', 'elon', 'musk', 'tiktok']",2025-02-07 16:52:27.923805+00:00,Will DOGE bring back Marko Elez in February?,will-doge-bring-back-marko-elez-in-february,company / product announcements,0.6192005070023148,0.911542784713955,3.040625564993788,2025-02,29757.366553,0.5930548019533369
6231,0x1c598935b6205562e27162c7e116724a88dfa2e44ea509d1106a0752b32f4472,1,0.7665762901306152,0.7665762901306152,0.0,1,"trump, donald, people",2025-01-06 04:11:09+00:00,2025-01-07 16:15:56+00:00,14,2,"trump, donald, people trump, donald, people trump, announce, investment",trump donald people trump donald people trump announce investment,"['trump', 'donald', 'people', 'trump', 'donald', 'people', 'trump', 'announce', 'investment']",2025-01-06 19:49:10.440907+00:00,"Will Trump pardon 1,000-1,249 Jan 6 protestors in his first 100 days?",will-trump-pardon-1000-1249-jan-6-protestors-in-his-first-100-days,elections / politics,0.6514055660532407,0.906942061992394,3.0940061033654525,2025-01,83009.538901,0.6226040978189028
3339,0x1ddf1933885d040ff7e093af7538429fe28556d022d8de018fc9690089d6fe97,9,0.7233093645837572,0.7386029362678528,0.0,1,"bank, credit, suisse",2023-03-14 00:20:04+00:00,2023-03-15 23:30:00+00:00,91,13,"bank, credit, suisse silicon, valley, bank bank, silicon, valley $amv, stock, news credit, suisse, bank credit, suisse, hits swiss, bank, credit switzerland, holds, stabilize credit, suisse, ⚠️breaking $dia, $spy, $qqq $spy, early, financial credit, suisse, bank credit, suisse, bank ⚠️breaking, february, inflation",bank credit suisse silicon valley bank bank silicon valley $amv stock news credit suisse bank credit suisse hits swiss bank credit switzerland holds stabilize credit suisse ⚠️breaking $dia $spy $qqq $spy early financial credit suisse bank credit suisse bank ⚠️breaking february inflation,"['bank', 'credit', 'suisse', 'silicon', 'valley', 'bank', 'bank', 'silicon', 'valley', '$amv', 'stock', 'news', 'credit', 'suisse', 'bank', 'credit', 'suisse', 'hits', 'swiss', 'bank', 'credit', 'switzerland', 'holds', 'stabilize', 'credit', 'suisse', '⚠️breaking', '$dia', '$spy', '$qqq', '$spy', 'early', 'financial', 'credit', 'suisse', 'bank', 'credit', 'suisse', 'bank', '⚠️breaking', 'february', 'inflation']",2023-03-14 17:51:37.419000+00:00,Will Credit Suisse fail by March 31?,will-credit-suisse-fail-by-march-31,company / product announcements,0.7302479050925926,0.8956788707010582,5.435587361635115,2023-03,88839.17619299999,0.9879101899827288
4177,0x1e8381e9c5881cc2b984cc3a4afb0dcaedb6af1002ffc9d041c064a54cd4a4ad,5,0.7573641657829284,0.7795690298080444,0.3333333333333333,1,"adin, ross, jong",2023-09-20 12:10:27+00:00,2023-09-20 23:36:14+00:00,6,1,"adin, ross, jong adin, ross, jong",adin ross jong adin ross jong,"['adin', 'ross', 'jong', 'adin', 'ross', 'jong']",2023-09-20 14:54:03.602000+00:00,Will Adin Ross interview Kim Jong Un on stream by Saturday?,will-adin-ross-interview-kim-jong-un-on-stream-by-saturday,entertainment / awards,0.1136180787037037,0.9837688458994708,5.600969797667887,2023-09,188479.731307,0.9728260869565216
